id,image_path,marker,region
a9aef2726f6c5851,images/a9aef2726f6c5851.jpg,CD3,N
0ab08629e589ed25,images/0ab08629e589ed25.jpg,CD3,CT
23e9d662fd909033,images/23e9d662fd909033.jpg,T,IM
57cf0138c275919c,images/57cf0138c275919c.jpg,HE,IM
3d7cdd22546e2b61,images/3d7cdd22546e2b61.jpg,LAG3,CT
b28b1462c556ef5a,images/b28b1462c556ef5a.jpg,CD45RO,N
deaba825bc9b5194,images/deaba825bc9b5194.jpg,LAG3,CT
d506eb23e541b991,images/d506eb23e541b991.jpg,T,IM
f3e0c62b74a4b13f,images/f3e0c62b74a4b13f.jpg,CD45RO,CT
8cbfb8922416b684,images/8cbfb8922416b684.jpg,CD45RO,IM
038e6a0b339f9107,images/038e6a0b339f9107.jpg,LAG3,CT
f1ba667a0abfd4c9,images/f1ba667a0abfd4c9.jpg,CD45RO,CT
39238cfd68720e32,images/39238cfd68720e32.jpg,CD45RO,IM
2bd32500f1b3995a,images/2bd32500f1b3995a.jpg,LAG3,CT
f89a8c4a5f985629,images/f89a8c4a5f985629.jpg,20x,CT
cf31d559c85b9118,images/cf31d559c85b9118.jpg,PD1,CT
8ea433a56dae1218,images/8ea433a56dae1218.jpg,T,IM
c39d52fb78d840aa,images/c39d52fb78d840aa.jpg,PD1,IM
16eef76624c1327b,images/16eef76624c1327b.jpg,CD3,IM
86685b5728bea931,images/86685b5728bea931.jpg,LAG3,CT
86b8efa43bdbd32c,images/86b8efa43bdbd32c.jpg,PD1,CT
03e56762455c0bf5,images/03e56762455c0bf5.jpg,LAG3,IM
a245cb66f7e930fc,images/a245cb66f7e930fc.jpg,T,IM
e1fe258ee9f80b80,images/e1fe258ee9f80b80.jpg,T,IM
53260db9288a4b5f,images/53260db9288a4b5f.jpg,CD8,CT
316780ec1de205a4,images/316780ec1de205a4.jpg,T,IM
4956712b924b631a,images/4956712b924b631a.jpg,CD8,IM
b557a94806910143,images/b557a94806910143.jpg,CD8,IM
c7cd4b8eeb792ce8,images/c7cd4b8eeb792ce8.jpg,PD1,CT
6c74e2bd7cc6d6cf,images/6c74e2bd7cc6d6cf.jpg,PD1,CT
526b22b4080687f8,images/526b22b4080687f8.jpg,PD1,CT
b00afae02d245c5f,images/b00afae02d245c5f.jpg,LAG3,IM
0b226f04e281452c,images/0b226f04e281452c.jpg,PD1,CT
fdbad1945c4ed1af,images/fdbad1945c4ed1af.jpg,CD3,CT
63ef3c43bd435a79,images/63ef3c43bd435a79.jpg,CD8,IM
113409517e106e64,images/113409517e106e64.jpg,CD45RO,IM
3d8b96d1a5a5ea99,images/3d8b96d1a5a5ea99.jpg,LAG3,IM
50c0cc1d996b19cf,images/50c0cc1d996b19cf.jpg,CD45RO,CT
ee9da33cf802b43f,images/ee9da33cf802b43f.jpg,CD45RO,CT
5f8c9c012208a4ae,images/5f8c9c012208a4ae.jpg,CD8,IM
a892e53f86169073,images/a892e53f86169073.jpg,CD45RO,IM
7900d5c8dd011027,images/7900d5c8dd011027.jpg,CD45RO,CT
668a1e7884711adc,images/668a1e7884711adc.jpg,T,IM
67d3446df844fc90,images/67d3446df844fc90.jpg,PD1,IM
8670836ba4286dc6,images/8670836ba4286dc6.jpg,CD45RO,IM
182db76db7fd4be7,images/182db76db7fd4be7.jpg,CD45RO,IM
d6586d5be8d95286,images/d6586d5be8d95286.jpg,PD1,IM
bca92ec085f8197c,images/bca92ec085f8197c.jpg,T,IM
1e83db5c7fb2d8a1,images/1e83db5c7fb2d8a1.jpg,PD1,CT
a96e0f861557b3aa,images/a96e0f861557b3aa.jpg,CD45RO,IM
a93c3390df28bc5d,images/a93c3390df28bc5d.jpg,CD45RO,IM
8e3315dc2ad060c8,images/8e3315dc2ad060c8.jpg,CDRO45,CT
78616e5c25a6b81c,images/78616e5c25a6b81c.jpg,PD1,IM
206161f7a6b07865,images/206161f7a6b07865.jpg,CD8,IM
7be7ca66c2cd6b15,images/7be7ca66c2cd6b15.jpg,PD1,CT
2ee3522dc7021a4f,images/2ee3522dc7021a4f.jpg,LAG3,IM
0e0f346d4199c35d,images/0e0f346d4199c35d.jpg,T,IM
b64c3133cb9a21c0,images/b64c3133cb9a21c0.jpg,CD8,CT
603db51082c4e1d0,images/603db51082c4e1d0.jpg,PD1,CT
aae22c9bac0db154,images/aae22c9bac0db154.jpg,T,IM
c09ff37a4be7f6e1,images/c09ff37a4be7f6e1.jpg,20x,CT
14987c795b6f6412,images/14987c795b6f6412.jpg,CD45RO,IM
aa792157b28d940f,images/aa792157b28d940f.jpg,T,IM
604bb45ffc0a2446,images/604bb45ffc0a2446.jpg,CD45RO,N
ffb7f64a0be93540,images/ffb7f64a0be93540.jpg,LAG3,IM
e709eaa5aedf355c,images/e709eaa5aedf355c.jpg,20x,IM
d88c621e609a1f31,images/d88c621e609a1f31.jpg,T,IM
1a228802fbfa6b74,images/1a228802fbfa6b74.jpg,CD3,IM
4297c229f1d6400a,images/4297c229f1d6400a.jpg,LAG3,IM
09672698f376de14,images/09672698f376de14.jpg,T,IM
882baa09106562f6,images/882baa09106562f6.jpg,CD45RO,CT
49d935dd070a5d42,images/49d935dd070a5d42.jpg,T,IM
89db9a3b32f2be0e,images/89db9a3b32f2be0e.jpg,T,IM
7abeef7afd7d4ba6,images/7abeef7afd7d4ba6.jpg,CD45RO,N
72727b431c66c20c,images/72727b431c66c20c.jpg,T,IM
730542a1ae931571,images/730542a1ae931571.jpg,CD3,N
c9a5b0ca9e8a5abc,images/c9a5b0ca9e8a5abc.jpg,CD45RO,CT
bc13021c2d9d8e6b,images/bc13021c2d9d8e6b.jpg,T,IM
e8c0d145afef0204,images/e8c0d145afef0204.jpg,20x,IM
5d5f084e20290906,images/5d5f084e20290906.jpg,CD3,IM
e31e66759eaf56d4,images/e31e66759eaf56d4.jpg,T,IM
03644df17096e29a,images/03644df17096e29a.jpg,T,IM
2ecb2ffb5065d35e,images/2ecb2ffb5065d35e.jpg,CD3,CT
b6a529eac31e778f,images/b6a529eac31e778f.jpg,CD8,IM
35ce14547cdd8cc3,images/35ce14547cdd8cc3.jpg,20x,CT
f2e19016ab3c2840,images/f2e19016ab3c2840.jpg,CD8,CT
84acc5aab7056c55,images/84acc5aab7056c55.jpg,CD45RO,N
f54b8621ed6cc85d,images/f54b8621ed6cc85d.jpg,20x,IM
23f89a026dd9414e,images/23f89a026dd9414e.jpg,CD3,CT
548585429730ae15,images/548585429730ae15.jpg,CD3,CT
039c338920453dad,images/039c338920453dad.jpg,CD45RO,CT
63c18e014726c758,images/63c18e014726c758.jpg,CD3,IM
753f7153cf72117d,images/753f7153cf72117d.jpg,CD3,CT
52749b173996dac2,images/52749b173996dac2.jpg,T,IM
b8e309abd18ebf51,images/b8e309abd18ebf51.jpg,20x,CT
e62f0e6c9816eab2,images/e62f0e6c9816eab2.jpg,T,IM
13daa212a3902474,images/13daa212a3902474.jpg,PD1,IM
60a1f2aca8221a92,images/60a1f2aca8221a92.jpg,20x,IM
832672091a713376,images/832672091a713376.jpg,PD1,CT
986b4f9b2a9654db,images/986b4f9b2a9654db.jpg,CD45RO,IM
695c87aa7bf83395,images/695c87aa7bf83395.jpg,PD1,CT
d28d36c2574822e7,images/d28d36c2574822e7.jpg,LAG3,IM
12e8756731b154d1,images/12e8756731b154d1.jpg,T,IM
e28d194d15bad01b,images/e28d194d15bad01b.jpg,20x,IM
7a5ef0d0514e46b9,images/7a5ef0d0514e46b9.jpg,CD8,N
69cdea77cdaa6b61,images/69cdea77cdaa6b61.jpg,20x,IM
c39b4e1eec3691ce,images/c39b4e1eec3691ce.jpg,PD1,CT
8fcb41fc4d5b5515,images/8fcb41fc4d5b5515.jpg,PD1,CT
c5558cffded7506b,images/c5558cffded7506b.jpg,LAG1,CT
960a40b19551769c,images/960a40b19551769c.jpg,LAG3,CT
d10ed49c6540dce4,images/d10ed49c6540dce4.jpg,PD1,CT
06aef310272b947d,images/06aef310272b947d.jpg,20x,IM
f9063d4bd2d37f99,images/f9063d4bd2d37f99.jpg,20x,CT
1e51c3bad535ed3d,images/1e51c3bad535ed3d.jpg,CD8,IM
c408217acfb22ee2,images/c408217acfb22ee2.jpg,T,IM
0801de9f025c89d1,images/0801de9f025c89d1.jpg,PD1,CT
4107c9a16cf1b03e,images/4107c9a16cf1b03e.jpg,CD3,IM
83ef6daf355006f8,images/83ef6daf355006f8.jpg,CD8,CT
42117c546fb64ada,images/42117c546fb64ada.jpg,CD3,IM
c77cc91dbb75c224,images/c77cc91dbb75c224.jpg,T,IM
b781bec581159479,images/b781bec581159479.jpg,PD1,CT
dec88edcf98f6606,images/dec88edcf98f6606.jpg,CD8,CT
b5395b1c97b53de6,images/b5395b1c97b53de6.jpg,CD45RO,IM
9a95f219f63dc743,images/9a95f219f63dc743.jpg,20x,IM
f60f513e1a7a4601,images/f60f513e1a7a4601.jpg,20x,IM
0a47391c84e8f9c9,images/0a47391c84e8f9c9.jpg,CD3,IM
cc3b8156f891eb9b,images/cc3b8156f891eb9b.jpg,CD3,N
a5f082e24e60cf6f,images/a5f082e24e60cf6f.jpg,PD1,CT
e9c02a71919198a8,images/e9c02a71919198a8.jpg,PD1,CT
26e41e0dc5e626f0,images/26e41e0dc5e626f0.jpg,20x,CT
0249f7a7bda9bea5,images/0249f7a7bda9bea5.jpg,CD8,CT
85962b7dc2f03d03,images/85962b7dc2f03d03.jpg,T,IM
b061e4ff699805d0,images/b061e4ff699805d0.jpg,CD8,CT
224516c47225f5eb,images/224516c47225f5eb.jpg,LAG3,IM
357ace381d5450be,images/357ace381d5450be.jpg,20x,CT
1d6e10f53744c325,images/1d6e10f53744c325.jpg,CD8,IM
0b21a42c818af296,images/0b21a42c818af296.jpg,T,IM
88908c83112c3bb6,images/88908c83112c3bb6.jpg,CD45RO,CT
58b81d8ef94882b2,images/58b81d8ef94882b2.jpg,20x,IM
903040d58627b378,images/903040d58627b378.jpg,PD1,IM
8b205c2001dc0d8e,images/8b205c2001dc0d8e.jpg,CD8,CT
1a937207762bb42f,images/1a937207762bb42f.jpg,T,IM
ddf3d6bcb7848e1a,images/ddf3d6bcb7848e1a.jpg,T,IM
fb304d64f98e1c75,images/fb304d64f98e1c75.jpg,CD8,N
da9b0c736b2dc0ef,images/da9b0c736b2dc0ef.jpg,CD3,N
e29faf6e7c5062d8,images/e29faf6e7c5062d8.jpg,CD3,CT
7ac95dcc012aefe6,images/7ac95dcc012aefe6.jpg,LAG3,CT
79e24d639f37188c,images/79e24d639f37188c.jpg,CD3,CT
1d5f9562d5c54a19,images/1d5f9562d5c54a19.jpg,CD8,N
35aa74ad9a40f13b,images/35aa74ad9a40f13b.jpg,LAG3,IM
d4690705990fd89b,images/d4690705990fd89b.jpg,CD3,CT
3c1ded7690db25e7,images/3c1ded7690db25e7.jpg,T,IM
af1b00405d08598e,images/af1b00405d08598e.jpg,CD3,IM
fa15ecaafa4ee748,images/fa15ecaafa4ee748.jpg,LAG3,IM
60ba5139fb173fd5,images/60ba5139fb173fd5.jpg,LAG3,IM
09d5a2d43c3b11ca,images/09d5a2d43c3b11ca.jpg,LAG3,IM
31472c77ac22539a,images/31472c77ac22539a.jpg,LAG3,CT
bf8729b6737f3bda,images/bf8729b6737f3bda.jpg,CD3,CT
3052b85940ccb339,images/3052b85940ccb339.jpg,CD3,IM
fd94d1e67bfeb036,images/fd94d1e67bfeb036.jpg,CD45RO,IM
cb9e3cecb8a679ca,images/cb9e3cecb8a679ca.jpg,CD45RO,IM
d3f7ccbab293278b,images/d3f7ccbab293278b.jpg,LAG3,IM
d9a7e2bbad119608,images/d9a7e2bbad119608.jpg,T,IM
96efaadf2dffcf89,images/96efaadf2dffcf89.jpg,CD3,CT
85f10cbb007dade8,images/85f10cbb007dade8.jpg,PD1,CT
2276f5f15a964b19,images/2276f5f15a964b19.jpg,PD1,CT
585d255ae8cfec94,images/585d255ae8cfec94.jpg,CD3,CT
446c66e495c5f4b5,images/446c66e495c5f4b5.jpg,CD3,CT
a0b0b396aa469377,images/a0b0b396aa469377.jpg,20x,CT
5c8058cb9b47f5c5,images/5c8058cb9b47f5c5.jpg,CD8,CT
0149cd9d97f96979,images/0149cd9d97f96979.jpg,CD45RO,N
7c8d83744bbc3a47,images/7c8d83744bbc3a47.jpg,T,IM
d0a07fa4e5baef8c,images/d0a07fa4e5baef8c.jpg,T,IM
76789879a42be9aa,images/76789879a42be9aa.jpg,CD3,CT
b46660cf01f44f8d,images/b46660cf01f44f8d.jpg,PD1,CT
7fe933b010d994b5,images/7fe933b010d994b5.jpg,T,IM
b08698c69ca949fa,images/b08698c69ca949fa.jpg,CD3,CT
f71deb3f9d504d67,images/f71deb3f9d504d67.jpg,T,IM
bbee7327e4492475,images/bbee7327e4492475.jpg,CD3,IM
3c0242164a776067,images/3c0242164a776067.jpg,20x,IM
b4ca92495cfd15d8,images/b4ca92495cfd15d8.jpg,CD3,N
82a95969eeb31553,images/82a95969eeb31553.jpg,CD3,CT
2f96d05885f76b4b,images/2f96d05885f76b4b.jpg,T,IM
459d814721edea7b,images/459d814721edea7b.jpg,20x,CT
ae825e750b261ea9,images/ae825e750b261ea9.jpg,PD1,IM
ac8c8599740249a1,images/ac8c8599740249a1.jpg,T,IM
8f16f4b1bc22bae6,images/8f16f4b1bc22bae6.jpg,CD3,N
c200ff7bee7b440d,images/c200ff7bee7b440d.jpg,CD3,CT
c020ea9eb22fa20c,images/c020ea9eb22fa20c.jpg,T,IM
936b43ad06c844fb,images/936b43ad06c844fb.jpg,20x,CT
1da65ad6ddfa5c50,images/1da65ad6ddfa5c50.jpg,T,IM
b75548081fadaf3b,images/b75548081fadaf3b.jpg,CD45RO,IM
cb1a9c55c606eac4,images/cb1a9c55c606eac4.jpg,PD1,CT
5c598e4998e8a4b7,images/5c598e4998e8a4b7.jpg,CD8,CT
8f5a0281edcd31fe,images/8f5a0281edcd31fe.jpg,T,IM
45df4247400d8589,images/45df4247400d8589.jpg,PD1,IM
11bc462c0624dcd0,images/11bc462c0624dcd0.jpg,20x,IM
2c6726920550398d,images/2c6726920550398d.jpg,CD3,CT
89ddc0ab32d77081,images/89ddc0ab32d77081.jpg,PD1,CT
14f439cf46ef9d6e,images/14f439cf46ef9d6e.jpg,20x,IM
f7d8c329e98d3e6e,images/f7d8c329e98d3e6e.jpg,CD3,N
403ea148af06927b,images/403ea148af06927b.jpg,CD3,CT
2397bfe4049770d3,images/2397bfe4049770d3.jpg,CD8,IM
4968ac84efe35fc0,images/4968ac84efe35fc0.jpg,CD3,CT
4c609dc5f127f7ec,images/4c609dc5f127f7ec.jpg,CD8,CT
566eaf16be73d016,images/566eaf16be73d016.jpg,T,IM
9df97f7a3c2d6ae5,images/9df97f7a3c2d6ae5.jpg,CD45RO,CT
d6e15abe0b62e281,images/d6e15abe0b62e281.jpg,T,IM
75eb42b4c68bc906,images/75eb42b4c68bc906.jpg,CD8,CT
f8ab5561efe305ca,images/f8ab5561efe305ca.jpg,CD8,IM
78b4757cc1028df3,images/78b4757cc1028df3.jpg,T,IM
7ce825cb49e1346b,images/7ce825cb49e1346b.jpg,20x,CT
34cf6040052429cc,images/34cf6040052429cc.jpg,CD45RO,N
9f01ad690b21a28e,images/9f01ad690b21a28e.jpg,CD8,IM
9a8df39b21353dd8,images/9a8df39b21353dd8.jpg,LAG3,IM
9da3d6554edcaaff,images/9da3d6554edcaaff.jpg,CD8,IM
fc1fbae44b5c352d,images/fc1fbae44b5c352d.jpg,20x,IM
2618657dbf0065d5,images/2618657dbf0065d5.jpg,PD1,IM
e1f2aebe02a619cf,images/e1f2aebe02a619cf.jpg,PD1,CT
2ff3d6f5a284c0a3,images/2ff3d6f5a284c0a3.jpg,CD45RO,CT
9b0fb78ad65d0cb7,images/9b0fb78ad65d0cb7.jpg,CD45RO,CT
4441b3bbd51d6515,images/4441b3bbd51d6515.jpg,T,IM
68fba5590ce7b63c,images/68fba5590ce7b63c.jpg,CD3,CT
b9fc608ade525026,images/b9fc608ade525026.jpg,CD3,IM
1732e2c51c27864f,images/1732e2c51c27864f.jpg,CD8,IM
5d717d5a8f654766,images/5d717d5a8f654766.jpg,CD45RO,IM
d05133f7bef05c32,images/d05133f7bef05c32.jpg,LAG3,IM
c8b9cd89a7ed21d4,images/c8b9cd89a7ed21d4.jpg,CD45RO,CT
56039e2d7d68406b,images/56039e2d7d68406b.jpg,CD45RO,IM
815953d58231ca64,images/815953d58231ca64.jpg,CD3,N
e8e61a69726ddf75,images/e8e61a69726ddf75.jpg,T,IM
733f430e9cf9f16b,images/733f430e9cf9f16b.jpg,CD8,CT
daa59974b8493e8b,images/daa59974b8493e8b.jpg,PD1,CT
5147138b448abdd8,images/5147138b448abdd8.jpg,CD3,IM
b73ce76299e76773,images/b73ce76299e76773.jpg,PD1,CT
6b4e38496cb89b2d,images/6b4e38496cb89b2d.jpg,LAG3,CT
367da4e8fa279c97,images/367da4e8fa279c97.jpg,LAG3,CT
846cc3dcd3279246,images/846cc3dcd3279246.jpg,CD45RO,CT
308ecde75dae21ca,images/308ecde75dae21ca.jpg,LAG3,IM
efb3be032e02881a,images/efb3be032e02881a.jpg,PD1,IM
aee1927aab61708d,images/aee1927aab61708d.jpg,PD1,IM
f463e747da983fe2,images/f463e747da983fe2.jpg,CD3,IM
17896382e25e7a44,images/17896382e25e7a44.jpg,T,IM
8c307979d49e1eb9,images/8c307979d49e1eb9.jpg,CD45RO,N
5dcc8aaa38541837,images/5dcc8aaa38541837.jpg,CD45RO,IM
e7dd33afb7bafc52,images/e7dd33afb7bafc52.jpg,CD3,IM
c89d14b2a9bc5313,images/c89d14b2a9bc5313.jpg,CD45RO,N
e56c5a50b4bb56b4,images/e56c5a50b4bb56b4.jpg,CD8,IM
0edf668ce7b75aa3,images/0edf668ce7b75aa3.jpg,20x,CT
30bf5031d8ca561a,images/30bf5031d8ca561a.jpg,20x,IM
78de7f7af232c1cb,images/78de7f7af232c1cb.jpg,CD3,CT
8ca55b4cf8664555,images/8ca55b4cf8664555.jpg,T,IM
10013af029d77e59,images/10013af029d77e59.jpg,20x,IM
2455328c8e92c32a,images/2455328c8e92c32a.jpg,CD8,IM
630429636b9fb7ed,images/630429636b9fb7ed.jpg,CD45RO,N
cd3c7555a5f7a40e,images/cd3c7555a5f7a40e.jpg,20x,IM
8802b8727233c7e4,images/8802b8727233c7e4.jpg,20x,IM
5491230cdb6c4cdc,images/5491230cdb6c4cdc.jpg,CD3,CT
1a19318677623e20,images/1a19318677623e20.jpg,PD1,CT
0ec4c2ca77bb6b37,images/0ec4c2ca77bb6b37.jpg,LAG3,IM
12352fe67abc5bff,images/12352fe67abc5bff.jpg,PD1,IM
27d4ac32343e2823,images/27d4ac32343e2823.jpg,CD8,CT
88c64c590d34a049,images/88c64c590d34a049.jpg,20x,CT
8ff0e731d39bd849,images/8ff0e731d39bd849.jpg,PD1,IM
c401837f9bf91c97,images/c401837f9bf91c97.jpg,LAG3,CT
45d6a29349b06d89,images/45d6a29349b06d89.jpg,CD8,IM
71c8b6e1a1acf2a3,images/71c8b6e1a1acf2a3.jpg,T,IM
2e37c60d3bbd315b,images/2e37c60d3bbd315b.jpg,LAG3,CT
ca0743d3ec6f9754,images/ca0743d3ec6f9754.jpg,CD3,IM
7c02b34ac9d12e01,images/7c02b34ac9d12e01.jpg,CD3,CT
8b373b74d5b2b30f,images/8b373b74d5b2b30f.jpg,LAG3,CT
5b1a6568da28f33b,images/5b1a6568da28f33b.jpg,LAG3,IM
6d147b6262957aec,images/6d147b6262957aec.jpg,20x,CT
8c8d61f61a681ea5,images/8c8d61f61a681ea5.jpg,PD1,IM
1fe40e6180cae4c8,images/1fe40e6180cae4c8.jpg,T,IM
bc9baac711523c12,images/bc9baac711523c12.jpg,CD3,IM
3cd8b47da22b9151,images/3cd8b47da22b9151.jpg,CD45RO,CT
675c80e22e17e003,images/675c80e22e17e003.jpg,CD8,N
e56443a11cd8d4b1,images/e56443a11cd8d4b1.jpg,PD1,IM
7d6768d82260284f,images/7d6768d82260284f.jpg,CD45RO,IM
2d7c8691b9695909,images/2d7c8691b9695909.jpg,LAG3,IM
feecb30e56fe9478,images/feecb30e56fe9478.jpg,CD3,IM
0fd536fe4a411f73,images/0fd536fe4a411f73.jpg,20x,CT
063a94918bc8cf60,images/063a94918bc8cf60.jpg,LAG3,IM
4ec38bd1b986868e,images/4ec38bd1b986868e.jpg,PD1,IM
a97a12535ea3f444,images/a97a12535ea3f444.jpg,CD45RO,CT
a8aad14d63fbd2a3,images/a8aad14d63fbd2a3.jpg,PD1,IM
039169480d4ade4a,images/039169480d4ade4a.jpg,CD45RO,CT
c614e09b99fcfea5,images/c614e09b99fcfea5.jpg,PD1,CT
c1a663a368d0330b,images/c1a663a368d0330b.jpg,PD1,IM
f36385c51113975d,images/f36385c51113975d.jpg,20x,CT
6896e06313ee04f0,images/6896e06313ee04f0.jpg,T,IM
914334d338eda245,images/914334d338eda245.jpg,T,IM
11a08e969dc3286e,images/11a08e969dc3286e.jpg,T,IM
842885961433734d,images/842885961433734d.jpg,T,IM
307bdbb7f217a023,images/307bdbb7f217a023.jpg,CD45RO,N
503a7f231cd16192,images/503a7f231cd16192.jpg,LAG3,CT
4f328b288ee55606,images/4f328b288ee55606.jpg,CD45RO,IM
5f646758c21a509c,images/5f646758c21a509c.jpg,CD8,N
35327e5878f16207,images/35327e5878f16207.jpg,T,IM
088ae893fe582b57,images/088ae893fe582b57.jpg,CD45RO,IM
6a6d8556b7952579,images/6a6d8556b7952579.jpg,CD45RO,CT
09981966fd45b8d0,images/09981966fd45b8d0.jpg,CD45RO,IM
3d4b8e3faac63296,images/3d4b8e3faac63296.jpg,LAG3,CT
daa2316b668ab82f,images/daa2316b668ab82f.jpg,CD3,IM
e2434fd5568c970e,images/e2434fd5568c970e.jpg,T,IM
0d486c89def96646,images/0d486c89def96646.jpg,CD45RO,IM
3e25cc9555ab08c7,images/3e25cc9555ab08c7.jpg,LAG3,IM
7e4652ad99e17c71,images/7e4652ad99e17c71.jpg,T,IM
62298c433eb95694,images/62298c433eb95694.jpg,CD45RO,N
963bcd3e018ccc04,images/963bcd3e018ccc04.jpg,LAG3,IM
6fcf3ae40e4403ba,images/6fcf3ae40e4403ba.jpg,CD45RO,CT
12eefc8a4497edce,images/12eefc8a4497edce.jpg,CD45RO,N
716d48f38f40a3b6,images/716d48f38f40a3b6.jpg,CD3,CT
0202e014816c75a3,images/0202e014816c75a3.jpg,T,IM
05b86dfab27eea30,images/05b86dfab27eea30.jpg,CD45RO,IM
9d156000a52e3200,images/9d156000a52e3200.jpg,PD1,CT
955aebcc998aa204,images/955aebcc998aa204.jpg,PD1,IM
73bdea7d720fd76b,images/73bdea7d720fd76b.jpg,CD3,IM
a97d70029bb160af,images/a97d70029bb160af.jpg,CD45RO,CT
d10ee5d0e5252e77,images/d10ee5d0e5252e77.jpg,CD45RO,CT
ec4395bf4eeb37d6,images/ec4395bf4eeb37d6.jpg,CD3,IM
57c747c26d16b368,images/57c747c26d16b368.jpg,PD1,IM
083597a8f8495e77,images/083597a8f8495e77.jpg,CD45RO,N
2785e480af8f4e0f,images/2785e480af8f4e0f.jpg,LAG3,CT
474dcc8cd7a9358d,images/474dcc8cd7a9358d.jpg,T,IM
36d77e757859fbbf,images/36d77e757859fbbf.jpg,20x,CT
714859f970c37a9b,images/714859f970c37a9b.jpg,CD3,CT
0b7a2d627a4995f1,images/0b7a2d627a4995f1.jpg,CD8,IM
2f0faad86c7fe057,images/2f0faad86c7fe057.jpg,CD45RO,CT
45c7659d8ed77608,images/45c7659d8ed77608.jpg,20x,IM
794e2d64172b1c40,images/794e2d64172b1c40.jpg,CD45RO,CT
7593889ea7c33032,images/7593889ea7c33032.jpg,LAG3,IM
109ff500a0de1731,images/109ff500a0de1731.jpg,PD1,CT
1716d66d1abb4bfe,images/1716d66d1abb4bfe.jpg,CD8,IM
0120ff5daefc5a1d,images/0120ff5daefc5a1d.jpg,20x,IM
fb5f303cdcdc80ff,images/fb5f303cdcdc80ff.jpg,CD45RO,CT
49da72de601d03a6,images/49da72de601d03a6.jpg,PD1,CT
b019501c79cb527c,images/b019501c79cb527c.jpg,20x,IM
2dfb7e47395e47c3,images/2dfb7e47395e47c3.jpg,LAG3,IM
f9669544e70c940d,images/f9669544e70c940d.jpg,CD3,N
50168137472244df,images/50168137472244df.jpg,CD45RO,IM
6f86552d497b2faa,images/6f86552d497b2faa.jpg,CD8,IM
46abcbc402feb5b7,images/46abcbc402feb5b7.jpg,T,IM
a6da23ac0de72992,images/a6da23ac0de72992.jpg,CD3,CT
aac863abd1b50253,images/aac863abd1b50253.jpg,CD8,CT
31e75a45bfa5caab,images/31e75a45bfa5caab.jpg,CD8,CT
a3a31b994230d8d6,images/a3a31b994230d8d6.jpg,CD45RO,N
